,mu_x,var_x
0,-2.28763747215271,0.05365868657827377
1,-2.2846193313598633,0.05364631861448288
2,-2.28096079826355,0.05366934835910797
3,-2.2964015007019043,0.05307075381278992
4,-2.3067893981933594,0.05231902748346329
5,-2.2882795333862305,0.05325561761856079
6,-2.346449375152588,0.0502961203455925
7,-2.304555654525757,0.05236460641026497
8,-2.3123056888580322,0.051891475915908813
9,-2.2741291522979736,0.05418698117136955
10,-2.268005847930908,0.05417448654770851
11,-2.2812516689300537,0.053619638085365295
12,-2.2987804412841797,0.052765823900699615
13,-2.2846052646636963,0.05315693840384483
14,-2.295344829559326,0.05298564210534096
15,-2.253418445587158,0.055560991168022156
16,-2.3006722927093506,0.05254518613219261
17,-2.317500114440918,0.05158310383558273
18,-2.2786507606506348,0.05366608873009682
19,-2.3052077293395996,0.05236520245671272
20,-2.306793451309204,0.05284314230084419
21,-2.2831227779388428,0.053535450249910355
22,-2.319079637527466,0.05175526812672615
23,-2.288020133972168,0.05365239456295967
24,-2.289759635925293,0.053255222737789154
25,-2.2917442321777344,0.05371877923607826
26,-2.3001880645751953,0.05240772292017937
27,-2.3051576614379883,0.052452169358730316
28,-2.2757952213287354,0.05411570146679878
29,-2.2978971004486084,0.052815794944763184
30,-2.2716188430786133,0.054020192474126816
31,-2.3175699710845947,0.0520445816218853
32,-2.309368371963501,0.052633825689554214
33,-2.273054599761963,0.05423480272293091
34,-2.255697727203369,0.05481747165322304
35,-2.3094570636749268,0.0522942878305912
36,-2.2907748222351074,0.05335891246795654
37,-2.32330060005188,0.05132390558719635
38,-2.3196425437927246,0.05177919566631317
39,-2.145721912384033,0.06186036765575409
40,-2.265535593032837,0.054678335785865784
41,-2.3811585903167725,0.04849853366613388
42,-2.3216257095336914,0.05154885724186897
43,-2.2734134197235107,0.05407433211803436
44,-2.236560344696045,0.05633217841386795
45,-2.359239339828491,0.04953119903802872
46,-2.299593448638916,0.052594393491744995
47,-2.2929067611694336,0.05208118259906769
48,-2.283130168914795,0.053750477731227875
49,-2.3656318187713623,0.049023982137441635
50,-2.18257999420166,0.059859227389097214
51,-2.467954397201538,0.04365373030304909
52,-2.2977075576782227,0.05298716947436333
53,-2.3237876892089844,0.051358964294195175
54,-2.545584201812744,0.04015422612428665
55,-2.2989068031311035,0.052889227867126465
56,-2.286545753479004,0.053593408316373825
57,-2.295400619506836,0.05338723212480545
58,-2.204362392425537,0.05886603146791458
59,-2.294604539871216,0.052908334881067276
60,-2.200382709503174,0.05868104472756386
61,-2.2512049674987793,0.05565129965543747
62,-2.2756292819976807,0.05400298535823822
63,-2.3085293769836426,0.052404772490262985
64,-2.371856927871704,0.0487263947725296
65,-2.3080577850341797,0.052492622286081314
66,-2.3132896423339844,0.05219250172376633
67,-2.303516387939453,0.05254977196455002
68,-2.3068766593933105,0.05214104801416397
69,-2.336038112640381,0.05083055794239044
70,-2.295114040374756,0.05305499956011772
