,mu_x,var_x
0,-13.201624870300293,0.0045279646292328835
1,-7.9211931228637695,0.0022193759214133024
2,-13.81621265411377,0.008320936001837254
3,-4.954304218292236,0.002426097635179758
4,-6.78719425201416,0.007927424274384975
5,6.087933540344238,6.920687155798078e-05
6,-11.214117050170898,0.007258812431246042
7,-0.42007797956466675,0.005876107607036829
8,-2.726693868637085,0.006744728423655033
9,-1.0254307985305786,0.0031048760283738375
10,-12.320060729980469,0.009574305266141891
11,-2.5666584968566895,0.002228762721642852
12,-0.840223491191864,0.0023849611170589924
13,1.1001051664352417,0.006939169485121965
14,-2.2602620124816895,0.003536477917805314
15,-3.5890629291534424,0.002794277621433139
16,5.091161727905273,0.00043622386874631047
17,4.93830680847168,0.00025705344160087407
18,6.600613594055176,4.653992073144764e-05
19,2.535942316055298,0.0023498707450926304
20,3.4599101543426514,0.0008949985494837165
21,-13.209887504577637,0.0013239349937066436
22,-0.4936644434928894,0.0028092022985219955
23,-1.435038685798645,0.0020821199286729097
24,4.024713516235352,0.0002539694542065263
25,2.346938133239746,0.0032531628385186195
26,4.44730806350708,0.0008324738009832799
27,5.0828633308410645,0.0004532134626060724
28,3.3573074340820312,0.0025222059339284897
29,-3.50400710105896,0.0012706877896562219
30,-13.065662384033203,0.004882740322500467
31,3.597304344177246,0.0027048580814152956
32,-4.792199611663818,0.00143717834725976
33,3.2214856147766113,0.0013867721427232027
34,4.7595391273498535,0.00046548593672923744
35,-1.9956499338150024,0.0017829868011176586
36,-14.389196395874023,0.004055420868098736
37,3.5087664127349854,0.0008344824309460819
38,-0.6371442675590515,0.0020652448292821646
39,4.551977157592773,0.00047205667942762375
40,5.959587097167969,0.00010439004108775407
41,-6.390876770019531,0.0010565806878730655
42,2.2732625007629395,0.009253541007637978
43,-0.5257732272148132,0.002332032658159733
44,-4.8350043296813965,0.0017094992799684405
45,6.978099822998047,1.8982011170010082e-05
46,-9.915573120117188,0.003141530090942979
47,-7.0041823387146,0.00608113594353199
48,-19.198156356811523,0.0003774885553866625
49,2.7746293544769287,0.004696414340287447
50,8.847061157226562,3.4427314403728815e-06
51,7.833246231079102,1.0999292499036528e-05
52,-6.699371814727783,0.0026892367750406265
53,-20.085840225219727,0.0003792711650021374
54,-5.958986282348633,0.0010686252498999238
55,5.590405464172363,8.692321716807783e-05
56,-2.2374842166900635,0.0029760540928691626
57,0.3375399708747864,0.0035548435989767313
58,-4.157370567321777,0.002511320635676384
59,-6.7900285720825195,0.0010954085737466812
60,-12.583436965942383,0.005542274564504623
61,-1.5589526891708374,0.002364495536312461
62,-1.7165530920028687,0.003948541823774576
63,0.9328365921974182,0.004552335944026709
64,-6.167024612426758,0.001762864994816482
65,4.179248809814453,0.0010386965004727244
66,0.9652162194252014,0.001942334813065827
67,6.328036308288574,0.0001193246862385422
68,8.75285816192627,3.5812604437523987e-06
69,5.824975967407227,0.00012789729225914925
70,8.513605117797852,3.966747954109451e-06
71,0.39874011278152466,0.004317049868404865
72,-0.6927689909934998,0.003268857952207327
73,-14.884483337402344,0.001604496268555522
74,-8.721991539001465,0.0010527841513976455
75,-4.633714199066162,0.004195926710963249
76,5.84740686416626,0.00014845278928987682
77,2.4011740684509277,0.0026271375827491283
78,3.8856236934661865,0.001132284989580512
